# r, Phi, Pi, A, delta
0.0678584 -0.536214 -0.0092156 0.999962 -0.000336331 
0.0680155 -0.537424 -0.00921496 0.999961 -0.000339418 
0.0681726 -0.538634 -0.00921431 0.999961 -0.000342527 
0.0683296 -0.539844 -0.00921367 0.99996 -0.000345657 
0.0684867 -0.541054 -0.00921302 0.99996 -0.000348808 
0.0686438 -0.542263 -0.00921237 0.99996 -0.00035198 
0.0688009 -0.543473 -0.00921172 0.999959 -0.000355174 
0.068958 -0.544682 -0.00921106 0.999959 -0.000358389 
0.069115 -0.545891 -0.00921041 0.999958 -0.000361626 
0.0692721 -0.547099 -0.00920975 0.999958 -0.000364884 
0.0694292 -0.548308 -0.00920909 0.999957 -0.000368164 
0.0695863 -0.549516 -0.00920843 0.999957 -0.000371466 
0.0697434 -0.550724 -0.00920776 0.999956 -0.00037479 
0.0699004 -0.551932 -0.0092071 0.999956 -0.000378136 
0.0700575 -0.553139 -0.00920643 0.999955 -0.000381504 
0.0702146 -0.554347 -0.00920576 0.999955 -0.000384894 
0.0703717 -0.555554 -0.00920509 0.999955 -0.000388307 
0.0705288 -0.556761 -0.00920442 0.999954 -0.000391742 
0.0706858 -0.557968 -0.00920374 0.999954 -0.000395199 
0.0708429 -0.559174 -0.00920307 0.999953 -0.000398679 
0.071 -0.56038 -0.00920239 0.999953 -0.000402182 
0.0711571 -0.561586 -0.00920171 0.999952 -0.000405708 
0.0713142 -0.562792 -0.00920103 0.999952 -0.000409256 
0.0714712 -0.563998 -0.00920034 0.999951 -0.000412828 
0.0716283 -0.565203 -0.00919966 0.99995 -0.000416422 
0.0717854 -0.566408 -0.00919897 0.99995 -0.00042004 
0.0719425 -0.567613 -0.00919828 0.999949 -0.000423681 
0.0720996 -0.568818 -0.00919759 0.999949 -0.000427345 
0.0722566 -0.570022 -0.00919689 0.999948 -0.000431033 
0.0724137 -0.571226 -0.0091962 0.999948 -0.000434744 
0.0725708 -0.57243 -0.0091955 0.999947 -0.000438479 
0.0727279 -0.573634 -0.0091948 0.999947 -0.000442238 
0.0728849 -0.574838 -0.0091941 0.999946 -0.000446021 
0.073042 -0.576041 -0.0091934 0.999946 -0.000449828 
0.0731991 -0.577244 -0.00919269 0.999945 -0.000453658 
0.0733562 -0.578447 -0.00919199 0.999945 -0.000457513 
0.0735133 -0.57965 -0.00919128 0.999944 -0.000461392 
0.0736703 -0.580852 -0.00919057 0.999943 -0.000465295 
0.0738274 -0.582054 -0.00918986 0.999943 -0.000469223 
0.0739845 -0.583256 -0.00918915 0.999942 -0.000473176 
0.0741416 -0.584458 -0.00918843 0.999942 -0.000477153 
0.0742987 -0.585659 -0.00918771 0.999941 -0.000481154 
0.0744557 -0.586861 -0.00918699 0.99994 -0.000485181 
0.0746128 -0.588062 -0.00918627 0.99994 -0.000489232 
0.0747699 -0.589262 -0.00918555 0.999939 -0.000493309 
0.074927 -0.590463 -0.00918483 0.999939 -0.000497411 
0.0750841 -0.591663 -0.0091841 0.999938 -0.000501538 
0.0752411 -0.592863 -0.00918337 0.999937 -0.00050569 
0.0753982 -0.594063 -0.00918264 0.999937 -0.000509867 
0.0755553 -0.595263 -0.00918191 0.999936 -0.000514071 
0.0757124 -0.596462 -0.00918118 0.999935 -0.000518299 
0.0758695 -0.597661 -0.00918045 0.999935 -0.000522554 
0.0760265 -0.59886 -0.00917971 0.999934 -0.000526834 
0.0761836 -0.600059 -0.00917897 0.999934 -0.000531141 
0.0763407 -0.601257 -0.00917823 0.999933 -0.000535473 
0.0764978 -0.602455 -0.00917749 0.999932 -0.000539831 
0.0766549 -0.603653 -0.00917675 0.999932 -0.000544216 
0.0768119 -0.604851 -0.009176 0.999931 -0.000548627 
0.076969 -0.606048 -0.00917525 0.99993 -0.000553065 
0.0771261 -0.607246 -0.00917451 0.99993 -0.000557528 
0.0772832 -0.608443 -0.00917376 0.999929 -0.000562019 
0.0774403 -0.609639 -0.009173 0.999928 -0.000566536 
0.0775973 -0.610836 -0.00917225 0.999927 -0.000571081 
0.0777544 -0.612032 -0.00917149 0.999927 -0.000575652 
0.0779115 -0.613228 -0.00917074 0.999926 -0.00058025 
0.0780686 -0.614424 -0.00916998 0.999925 -0.000584875 
0.0782257 -0.615619 -0.00916922 0.999925 -0.000589528 
0.0783827 -0.616815 -0.00916846 0.999924 -0.000594208 
0.0785398 -0.61801 -0.00916769 0.999923 -0.000598915 
0.0786969 -0.619204 -0.00916693 0.999922 -0.00060365 
0.078854 -0.620399 -0.00916616 0.999922 -0.000608413 
0.0790111 -0.621593 -0.00916539 0.999921 -0.000613203 
0.0791681 -0.622787 -0.00916462 0.99992 -0.000618022 
0.0793252 -0.623981 -0.00916385 0.999919 -0.000622868 
0.0794823 -0.625175 -0.00916307 0.999919 -0.000627742 
0.0796394 -0.626368 -0.0091623 0.999918 -0.000632645 
0.0797965 -0.627561 -0.00916152 0.999917 -0.000637575 
0.0799535 -0.628754 -0.00916074 0.999916 -0.000642535 
0.0801106 -0.629946 -0.00915996 0.999916 -0.000647522 
0.0802677 -0.631139 -0.00915918 0.999915 -0.000652538 
0.0804248 -0.632331 -0.00915839 0.999914 -0.000657583 
0.0805819 -0.633522 -0.00915761 0.999913 -0.000662657 
0.0807389 -0.634714 -0.00915682 0.999912 -0.00066776 
0.080896 -0.635905 -0.00915603 0.999912 -0.000672891 
0.0810531 -0.637096 -0.00915524 0.999911 -0.000678052 
0.0812102 -0.638287 -0.00915445 0.99991 -0.000683242 
0.0813672 -0.639478 -0.00915365 0.999909 -0.000688462 
0.0815243 -0.640668 -0.00915286 0.999908 -0.00069371 
0.0816814 -0.641858 -0.00915206 0.999907 -0.000698989 
0.0818385 -0.643048 -0.00915126 0.999907 -0.000704297 
0.0819956 -0.644237 -0.00915046 0.999906 -0.000709634 
0.0821526 -0.645426 -0.00914966 0.999905 -0.000715002 
0.0823097 -0.646615 -0.00914886 0.999904 -0.0007204 
0.0824668 -0.647804 -0.00914805 0.999903 -0.000725827 
0.0826239 -0.648992 -0.00914725 0.999902 -0.000731285 
0.082781 -0.650181 -0.00914644 0.999901 -0.000736773 
0.082938 -0.651369 -0.00914563 0.999901 -0.000742292 
0.0830951 -0.652556 -0.00914481 0.9999 -0.000747841 
0.0832522 -0.653744 -0.009144 0.999899 -0.00075342 
0.0834093 -0.654931 -0.00914319 0.999898 -0.000759031 
0.0835664 -0.656118 -0.00914237 0.999897 -0.000764672 
0.0837234 -0.657305 -0.00914155 0.999896 -0.000770344 
0.0838805 -0.658491 -0.00914073 0.999895 -0.000776047 
0.0840376 -0.659677 -0.00913991 0.999894 -0.000781781 
0.0841947 -0.660863 -0.00913909 0.999893 -0.000787547 
0.0843518 -0.662049 -0.00913826 0.999892 -0.000793344 
0.0845088 -0.663234 -0.00913744 0.999891 -0.000799172 
0.0846659 -0.664419 -0.00913661 0.99989 -0.000805032 
0.084823 -0.665604 -0.00913578 0.999889 -0.000810924 
0.0849801 -0.666788 -0.00913495 0.999888 -0.000816847 
0.0851372 -0.667973 -0.00913412 0.999887 -0.000822802 
0.0852942 -0.669157 -0.00913328 0.999886 -0.00082879 
0.0854513 -0.67034 -0.00913245 0.999885 -0.000834809 
0.0856084 -0.671524 -0.00913161 0.999884 -0.000840861 
0.0857655 -0.672707 -0.00913077 0.999883 -0.000846945 
0.0859226 -0.67389 -0.00912993 0.999882 -0.000853061 
0.0860796 -0.675073 -0.00912909 0.999881 -0.000859211 
0.0862367 -0.676255 -0.00912825 0.99988 -0.000865392 
0.0863938 -0.677437 -0.0091274 0.999879 -0.000871607 
0.0865509 -0.678619 -0.00912656 0.999878 -0.000877854 
0.086708 -0.679801 -0.00912571 0.999877 -0.000884135 
0.086865 -0.680982 -0.00912486 0.999876 -0.000890448 
0.0870221 -0.682163 -0.00912401 0.999875 -0.000896795 
0.0871792 -0.683344 -0.00912316 0.999874 -0.000903175 
0.0873363 -0.684524 -0.0091223 0.999873 -0.000909588 
0.0874934 -0.685705 -0.00912145 0.999872 -0.000916036 
0.0876504 -0.686885 -0.00912059 0.999871 -0.000922516 
0.0878075 -0.688064 -0.00911973 0.99987 -0.000929031 
0.0879646 -0.689244 -0.00911887 0.999869 -0.000935579 
0.0881217 -0.690423 -0.00911801 0.999868 -0.000942162 
0.0882788 -0.691602 -0.00911715 0.999866 -0.000948778 
0.0884358 -0.69278 -0.00911628 0.999865 -0.000955429 
0.0885929 -0.693959 -0.00911542 0.999864 -0.000962114 
0.08875 -0.695137 -0.00911455 0.999863 -0.000968833 
0.0889071 -0.696314 -0.00911368 0.999862 -0.000975588 
0.0890642 -0.697492 -0.00911281 0.999861 -0.000982376 
0.0892212 -0.698669 -0.00911194 0.99986 -0.0009892 
0.0893783 -0.699846 -0.00911106 0.999858 -0.000996058 
0.0895354 -0.701023 -0.00911019 0.999857 -0.00100295 
0.0896925 -0.702199 -0.00910931 0.999856 -0.00100988 
0.0898495 -0.703375 -0.00910843 0.999855 -0.00101684 
0.0900066 -0.704551 -0.00910755 0.999854 -0.00102384 
0.0901637 -0.705726 -0.00910667 0.999852 -0.00103088 
0.0903208 -0.706902 -0.00910579 0.999851 -0.00103795 
0.0904779 -0.708077 -0.00910491 0.99985 -0.00104505 
0.0906349 -0.709251 -0.00910402 0.999849 -0.0010522 
0.090792 -0.710426 -0.00910314 0.999847 -0.00105937 
0.0909491 -0.7116 -0.00910225 0.999846 -0.00106659 
0.0911062 -0.712774 -0.00910136 0.999845 -0.00107384 
0.0912633 -0.713947 -0.00910047 0.999844 -0.00108112 
0.0914203 -0.715121 -0.00909957 0.999842 -0.00108844 
0.0915774 -0.716294 -0.00909868 0.999841 -0.0010958 
0.0917345 -0.717466 -0.00909778 0.99984 -0.0011032 
0.0918916 -0.718639 -0.00909689 0.999839 -0.00111063 
0.0920487 -0.719811 -0.00909599 0.999837 -0.0011181 
0.0922057 -0.720983 -0.00909509 0.999836 -0.00112561 
0.0923628 -0.722154 -0.00909419 0.999835 -0.00113315 
0.0925199 -0.723325 -0.00909328 0.999833 -0.00114073 
0.092677 -0.724496 -0.00909238 0.999832 -0.00114835 
0.0928341 -0.725667 -0.00909147 0.999831 -0.001156 
0.0929911 -0.726837 -0.00909057 0.999829 -0.00116369 
0.0931482 -0.728008 -0.00908966 0.999828 -0.00117142 
0.0933053 -0.729177 -0.00908875 0.999827 -0.00117919 
0.0934624 -0.730347 -0.00908784 0.999825 -0.001187 
0.0936195 -0.731516 -0.00908692 0.999824 -0.00119484 
0.0937765 -0.732685 -0.00908601 0.999822 -0.00120272 
0.0939336 -0.733854 -0.00908509 0.999821 -0.00121064 
0.0940907 -0.735022 -0.00908418 0.99982 -0.0012186 
0.0942478 -0.73619 -0.00908326 0.999818 -0.0012266 
0.0944049 -0.737358 -0.00908234 0.999817 -0.00123463 
0.0945619 -0.738525 -0.00908141 0.999815 -0.00124271 
0.094719 -0.739692 -0.00908049 0.999814 -0.00125082 
0.0948761 -0.740859 -0.00907957 0.999812 -0.00125897 
0.0950332 -0.742026 -0.00907864 0.999811 -0.00126716 
0.0951903 -0.743192 -0.00907772 0.99981 -0.00127539 
0.0953473 -0.744358 -0.00907679 0.999808 -0.00128366 
0.0955044 -0.745524 -0.00907586 0.999807 -0.00129197 
0.0956615 -0.746689 -0.00907493 0.999805 -0.00130032 
0.0958186 -0.747854 -0.00907399 0.999804 -0.0013087 
0.0959757 -0.749019 -0.00907306 0.999802 -0.00131713 
0.0961327 -0.750184 -0.00907212 0.999801 -0.0013256 
0.0962898 -0.751348 -0.00907119 0.999799 -0.00133411 
0.0964469 -0.752512 -0.00907025 0.999797 -0.00134265 
0.096604 -0.753675 -0.00906931 0.999796 -0.00135124 
0.0967611 -0.754839 -0.00906837 0.999794 -0.00135987 
0.0969181 -0.756002 -0.00906743 0.999793 -0.00136854 
0.0970752 -0.757164 -0.00906648 0.999791 -0.00137725 
0.0972323 -0.758327 -0.00906554 0.99979 -0.001386 
0.0973894 -0.759489 -0.00906459 0.999788 -0.00139479 
0.0975465 -0.760651 -0.00906364 0.999786 -0.00140362 
0.0977035 -0.761812 -0.00906269 0.999785 -0.00141249 
0.0978606 -0.762973 -0.00906174 0.999783 -0.0014214 
0.0980177 -0.764134 -0.00906079 0.999782 -0.00143036 
0.0981748 -0.765295 -0.00905984 0.99978 -0.00143935 
0.0983319 -0.766455 -0.00905888 0.999778 -0.00144839 
0.0984889 -0.767615 -0.00905793 0.999777 -0.00145747 
0.098646 -0.768775 -0.00905697 0.999775 -0.00146659 
0.0988031 -0.769934 -0.00905601 0.999773 -0.00147575 
0.0989602 -0.771093 -0.00905505 0.999772 -0.00148496 
0.0991172 -0.772252 -0.00905409 0.99977 -0.0014942 
0.0992743 -0.77341 -0.00905313 0.999768 -0.00150349 
0.0994314 -0.774568 -0.00905216 0.999766 -0.00151282 
0.0995885 -0.775726 -0.0090512 0.999765 -0.0015222 
0.0997456 -0.776884 -0.00905023 0.999763 -0.00153161 
0.0999026 -0.778041 -0.00904926 0.999761 -0.00154107 
0.10006 -0.779198 -0.00904829 0.999759 -0.00155058 
0.100217 -0.780354 -0.00904732 0.999758 -0.00156012 
0.100374 -0.78151 -0.00904635 0.999756 -0.00156971 
0.100531 -0.782666 -0.00904538 0.999754 -0.00157934 
0.100688 -0.783822 -0.0090444 0.999752 -0.00158901 
0.100845 -0.784977 -0.00904343 0.999751 -0.00159873 
0.101002 -0.786132 -0.00904245 0.999749 -0.00160849 
0.101159 -0.787287 -0.00904147 0.999747 -0.0016183 
0.101316 -0.788441 -0.00904049 0.999745 -0.00162815 
0.101473 -0.789595 -0.00903951 0.999743 -0.00163804 
0.101631 -0.790749 -0.00903853 0.999741 -0.00164798 
0.101788 -0.791903 -0.00903754 0.999739 -0.00165796 
0.101945 -0.793056 -0.00903656 0.999738 -0.00166798 
0.102102 -0.794208 -0.00903557 0.999736 -0.00167805 
0.102259 -0.795361 -0.00903458 0.999734 -0.00168817 
0.102416 -0.796513 -0.00903359 0.999732 -0.00169833 
0.102573 -0.797665 -0.0090326 0.99973 -0.00170853 
0.10273 -0.798816 -0.00903161 0.999728 -0.00171878 
0.102887 -0.799968 -0.00903062 0.999726 -0.00172907 
0.103044 -0.801118 -0.00902962 0.999724 -0.00173941 
0.103201 -0.802269 -0.00902863 0.999722 -0.00174979 
0.103358 -0.803419 -0.00902763 0.99972 -0.00176022 
0.103515 -0.804569 -0.00902663 0.999718 -0.0017707 
0.103673 -0.805719 -0.00902563 0.999716 -0.00178122 
0.10383 -0.806868 -0.00902463 0.999714 -0.00179179 
0.103987 -0.808017 -0.00902363 0.999712 -0.0018024 
0.104144 -0.809166 -0.00902263 0.99971 -0.00181306 
0.104301 -0.810314 -0.00902162 0.999708 -0.00182376 
0.104458 -0.811462 -0.00902062 0.999706 -0.00183451 
0.104615 -0.81261 -0.00901961 0.999704 -0.00184531 
0.104772 -0.813757 -0.0090186 0.999702 -0.00185615 
0.104929 -0.814904 -0.00901759 0.9997 -0.00186704 
0.105086 -0.816051 -0.00901658 0.999698 -0.00187798 
0.105243 -0.817197 -0.00901557 0.999696 -0.00188896 
0.1054 -0.818343 -0.00901455 0.999694 -0.00189999 
0.105558 -0.819489 -0.00901354 0.999691 -0.00191107 
0.105715 -0.820634 -0.00901252 0.999689 -0.00192219 
0.105872 -0.821779 -0.00901151 0.999687 -0.00193337 
0.106029 -0.822924 -0.00901049 0.999685 -0.00194458 
0.106186 -0.824068 -0.00900947 0.999683 -0.00195585 
0.106343 -0.825212 -0.00900845 0.999681 -0.00196717 
0.1065 -0.826356 -0.00900743 0.999678 -0.00197853 
0.106657 -0.827499 -0.0090064 0.999676 -0.00198994 
0.106814 -0.828642 -0.00900538 0.999674 -0.0020014 
0.106971 -0.829785 -0.00900435 0.999672 -0.00201291 
0.107128 -0.830927 -0.00900332 0.999669 -0.00202446 
0.107285 -0.832069 -0.0090023 0.999667 -0.00203607 
0.107442 -0.833211 -0.00900127 0.999665 -0.00204772 
0.1076 -0.834353 -0.00900023 0.999663 -0.00205942 
0.107757 -0.835494 -0.0089992 0.99966 -0.00207117 
0.107914 -0.836634 -0.00899817 0.999658 -0.00208297 
0.108071 -0.837775 -0.00899713 0.999656 -0.00209482 
0.108228 -0.838915 -0.0089961 0.999653 -0.00210671 
0.108385 -0.840054 -0.00899506 0.999651 -0.00211866 
0.108542 -0.841194 -0.00899402 0.999649 -0.00213066 
0.108699 -0.842333 -0.00899298 0.999646 -0.0021427 
0.108856 -0.843472 -0.00899194 0.999644 -0.0021548 
0.109013 -0.84461 -0.0089909 0.999642 -0.00216694 
0.10917 -0.845748 -0.00898986 0.999639 -0.00217914 
0.109327 -0.846886 -0.00898881 0.999637 -0.00219138 
0.109485 -0.848023 -0.00898777 0.999634 -0.00220368 
0.109642 -0.84916 -0.00898672 0.999632 -0.00221603 
0.109799 -0.850297 -0.00898567 0.99963 -0.00222842 
0.109956 -0.851433 -0.00898462 0.999627 -0.00224087 
0.110113 -0.852569 -0.00898357 0.999625 -0.00225337 
0.11027 -0.853705 -0.00898252 0.999622 -0.00226592 
0.110427 -0.85484 -0.00898147 0.99962 -0.00227851 
0.110584 -0.855975 -0.00898042 0.999617 -0.00229117 
0.110741 -0.85711 -0.00897936 0.999615 -0.00230387 
0.110898 -0.858244 -0.0089783 0.999612 -0.00231662 
0.111055 -0.859378 -0.00897725 0.999609 -0.00232943 
0.111212 -0.860511 -0.00897619 0.999607 -0.00234228 
0.111369 -0.861645 -0.00897513 0.999604 -0.00235519 
0.111527 -0.862778 -0.00897407 0.999602 -0.00236815 
0.111684 -0.86391 -0.008973 0.999599 -0.00238116 
0.111841 -0.865042 -0.00897194 0.999597 -0.00239423 
0.111998 -0.866174 -0.00897088 0.999594 -0.00240734 
0.112155 -0.867306 -0.00896981 0.999591 -0.00242051 
0.112312 -0.868437 -0.00896874 0.999589 -0.00243373 
0.112469 -0.869568 -0.00896768 0.999586 -0.00244701 
0.112626 -0.870698 -0.00896661 0.999583 -0.00246033 
0.112783 -0.871828 -0.00896554 0.999581 -0.00247371 
0.11294 -0.872958 -0.00896446 0.999578 -0.00248715 
0.113097 -0.874087 -0.00896339 0.999575 -0.00250063 
0.113254 -0.875217 -0.00896232 0.999572 -0.00251417 
0.113411 -0.876345 -0.00896124 0.99957 -0.00252776 
0.113569 -0.877474 -0.00896017 0.999567 -0.00254141 
0.113726 -0.878602 -0.00895909 0.999564 -0.00255511 
0.113883 -0.879729 -0.00895801 0.999561 -0.00256886 
0.11404 -0.880857 -0.00895693 0.999559 -0.00258267 
0.114197 -0.881984 -0.00895585 0.999556 -0.00259653 
0.114354 -0.88311 -0.00895477 0.999553 -0.00261045 
0.114511 -0.884236 -0.00895368 0.99955 -0.00262442 
0.114668 -0.885362 -0.0089526 0.999547 -0.00263844 
0.114825 -0.886488 -0.00895151 0.999544 -0.00265252 
0.114982 -0.887613 -0.00895043 0.999542 -0.00266665 
0.115139 -0.888738 -0.00894934 0.999539 -0.00268084 
0.115296 -0.889862 -0.00894825 0.999536 -0.00269509 
0.115454 -0.890986 -0.00894716 0.999533 -0.00270938 
0.115611 -0.89211 -0.00894607 0.99953 -0.00272374 
0.115768 -0.893234 -0.00894498 0.999527 -0.00273815 
0.115925 -0.894357 -0.00894388 0.999524 -0.00275261 
0.116082 -0.895479 -0.00894279 0.999521 -0.00276713 
0.116239 -0.896602 -0.00894169 0.999518 -0.00278171 
0.116396 -0.897724 -0.0089406 0.999515 -0.00279634 
0.116553 -0.898845 -0.0089395 0.999512 -0.00281103 
0.11671 -0.899966 -0.0089384 0.999509 -0.00282577 
0.116867 -0.901087 -0.0089373 0.999506 -0.00284057 
0.117024 -0.902208 -0.0089362 0.999503 -0.00285542 
0.117181 -0.903328 -0.00893509 0.9995 -0.00287034 
0.117338 -0.904448 -0.00893399 0.999497 -0.00288531 
0.117496 -0.905567 -0.00893289 0.999494 -0.00290033 
0.117653 -0.906686 -0.00893178 0.999491 -0.00291542 
0.11781 -0.907805 -0.00893067 0.999487 -0.00293056 
0.117967 -0.908923 -0.00892957 0.999484 -0.00294575 
0.118124 -0.910041 -0.00892846 0.999481 -0.00296101 
0.118281 -0.911159 -0.00892735 0.999478 -0.00297632 
0.118438 -0.912276 -0.00892623 0.999475 -0.00299169 
0.118595 -0.913393 -0.00892512 0.999472 -0.00300711 
0.118752 -0.91451 -0.00892401 0.999468 -0.0030226 
0.118909 -0.915626 -0.00892289 0.999465 -0.00303814 
0.119066 -0.916742 -0.00892178 0.999462 -0.00305374 
0.119223 -0.917857 -0.00892066 0.999459 -0.0030694 
0.119381 -0.918972 -0.00891954 0.999455 -0.00308512 
0.119538 -0.920087 -0.00891842 0.999452 -0.00310089 
0.119695 -0.921201 -0.0089173 0.999449 -0.00311673 
0.119852 -0.922315 -0.00891618 0.999445 -0.00313262 
0.120009 -0.923428 -0.00891506 0.999442 -0.00314857 
0.120166 -0.924542 -0.00891394 0.999439 -0.00316458 
0.120323 -0.925654 -0.00891281 0.999435 -0.00318065 
0.12048 -0.926767 -0.00891169 0.999432 -0.00319678 
0.120637 -0.927879 -0.00891056 0.999428 -0.00321297 
0.120794 -0.928991 -0.00890943 0.999425 -0.00322922 
0.120951 -0.930102 -0.0089083 0.999422 -0.00324552 
0.121108 -0.931213 -0.00890717 0.999418 -0.00326189 
0.121265 -0.932324 -0.00890604 0.999415 -0.00327832 
0.121423 -0.933434 -0.00890491 0.999411 -0.00329481 
0.12158 -0.934544 -0.00890378 0.999408 -0.00331135 
0.121737 -0.935653 -0.00890264 0.999404 -0.00332796 
0.121894 -0.936762 -0.00890151 0.999401 -0.00334463 
0.122051 -0.937871 -0.00890037 0.999397 -0.00336136 
0.122208 -0.938979 -0.00889923 0.999394 -0.00337815 
0.122365 -0.940087 -0.0088981 0.99939 -0.003395 
0.122522 -0.941195 -0.00889696 0.999386 -0.00341191 
0.122679 -0.942302 -0.00889582 0.999383 -0.00342888 
0.122836 -0.943409 -0.00889467 0.999379 -0.00344591 
0.122993 -0.944515 -0.00889353 0.999376 -0.003463 
0.12315 -0.945621 -0.00889239 0.999372 -0.00348016 
0.123308 -0.946727 -0.00889124 0.999368 -0.00349738 
0.123465 -0.947832 -0.0088901 0.999365 -0.00351466 
0.123622 -0.948937 -0.00888895 0.999361 -0.003532 
0.123779 -0.950042 -0.0088878 0.999357 -0.0035494 
0.123936 -0.951146 -0.00888665 0.999353 -0.00356687 
0.124093 -0.952249 -0.0088855 0.99935 -0.00358439 
0.12425 -0.953353 -0.00888435 0.999346 -0.00360198 
0.124407 -0.954456 -0.0088832 0.999342 -0.00361963 
0.124564 -0.955558 -0.00888205 0.999338 -0.00363735 
0.124721 -0.956661 -0.00888089 0.999335 -0.00365513 
0.124878 -0.957763 -0.00887974 0.999331 -0.00367297 
0.125035 -0.958864 -0.00887858 0.999327 -0.00369087 
0.125192 -0.959965 -0.00887742 0.999323 -0.00370884 
0.12535 -0.961066 -0.00887627 0.999319 -0.00372687 
0.125507 -0.962166 -0.00887511 0.999315 -0.00374496 
0.125664 -0.963266 -0.00887395 0.999311 -0.00376312 
0.125821 -0.964366 -0.00887278 0.999307 -0.00378134 
0.125978 -0.965465 -0.00887162 0.999303 -0.00379962 
0.126135 -0.966563 -0.00887046 0.999299 -0.00381797 
0.126292 -0.967662 -0.00886929 0.999295 -0.00383638 
0.126449 -0.96876 -0.00886813 0.999291 -0.00385486 
0.126606 -0.969857 -0.00886696 0.999287 -0.0038734 
0.126763 -0.970955 -0.0088658 0.999283 -0.00389201 
0.12692 -0.972051 -0.00886463 0.999279 -0.00391068 
0.127077 -0.973148 -0.00886346 0.999275 -0.00392941 
0.127235 -0.974244 -0.00886229 0.999271 -0.00394821 
0.127392 -0.975339 -0.00886112 0.999267 -0.00396707 
0.127549 -0.976435 -0.00885994 0.999263 -0.003986 
0.127706 -0.977529 -0.00885877 0.999259 -0.004005 
0.127863 -0.978624 -0.00885759 0.999255 -0.00402406 
0.12802 -0.979718 -0.00885642 0.999251 -0.00404319 
0.128177 -0.980812 -0.00885524 0.999246 -0.00406238 
0.128334 -0.981905 -0.00885406 0.999242 -0.00408164 
0.128491 -0.982998 -0.00885289 0.999238 -0.00410096 
0.128648 -0.98409 -0.00885171 0.999234 -0.00412035 
0.128805 -0.985182 -0.00885053 0.999229 -0.0041398 
0.128962 -0.986274 -0.00884934 0.999225 -0.00415933 
0.129119 -0.987365 -0.00884816 0.999221 -0.00417891 
0.129277 -0.988456 -0.00884698 0.999217 -0.00419857 
0.129434 -0.989547 -0.00884579 0.999212 -0.00421829 
0.129591 -0.990637 -0.00884461 0.999208 -0.00423808 
0.129748 -0.991726 -0.00884342 0.999203 -0.00425794 
0.129905 -0.992816 -0.00884223 0.999199 -0.00427786 
0.130062 -0.993905 -0.00884105 0.999195 -0.00429785 
0.130219 -0.994993 -0.00883986 0.99919 -0.00431791 
0.130376 -0.996081 -0.00883867 0.999186 -0.00433803 
0.130533 -0.997169 -0.00883747 0.999181 -0.00435823 
0.13069 -0.998256 -0.00883628 0.999177 -0.00437849 
0.130847 -0.999343 -0.00883509 0.999172 -0.00439881 
0.131004 -1.00043 -0.00883389 0.999168 -0.00441921 
0.131161 -1.00152 -0.0088327 0.999163 -0.00443968 
0.131319 -1.0026 -0.0088315 0.999159 -0.00446021 
0.131476 -1.00369 -0.00883031 0.999154 -0.00448081 
0.131633 -1.00477 -0.00882911 0.99915 -0.00450148 
0.13179 -1.00586 -0.00882791 0.999145 -0.00452222 
0.131947 -1.00694 -0.00882671 0.99914 -0.00454303 
0.132104 -1.00802 -0.00882551 0.999136 -0.00456391 
0.132261 -1.00911 -0.0088243 0.999131 -0.00458485 
0.132418 -1.01019 -0.0088231 0.999126 -0.00460587 
0.132575 -1.01127 -0.0088219 0.999122 -0.00462695 
0.132732 -1.01235 -0.00882069 0.999117 -0.00464811 
0.132889 -1.01344 -0.00881949 0.999112 -0.00466933 
0.133046 -1.01452 -0.00881828 0.999108 -0.00469062 
0.133204 -1.0156 -0.00881707 0.999103 -0.00471199 
0.133361 -1.01668 -0.00881586 0.999098 -0.00473342 
0.133518 -1.01776 -0.00881465 0.999093 -0.00475492 
0.133675 -1.01884 -0.00881344 0.999088 -0.0047765 
0.133832 -1.01992 -0.00881223 0.999083 -0.00479814 
0.133989 -1.021 -0.00881102 0.999079 -0.00481986 
0.134146 -1.02207 -0.0088098 0.999074 -0.00484164 
0.134303 -1.02315 -0.00880859 0.999069 -0.0048635 
